User: manidani,Path: T:\Lab Member Data\Daniel\DATA clario-phera\Data\,Test run no.: 1714
Test name: 1536 agar plates,Date: 9/23/2019,Time: 10:10:53 AM

ID1: 001,ID2: glu,ID3: 23092019,
Fluorescence (FI), multichromatic

Well,Content,Group,Raw Data (485/520 1),Raw Data (400/520 2),Raw Data (575/620 3),Raw Data (340/450 4),RTG,roGFP2 ratio,
T10,Blank B,AY,9146,73910,4956,136131,0.0364,,
T11,Sample X1,AY,124311,135565,60676,137230,0.4421,0.5362,
T12,Sample X1,AY,127484,140152,62429,140702,0.4437,0.5606,
Q13,Sample X2,AZ,4144,47006,1678,17548,0.0956,0.7161,
Q14,Sample X2,AZ,4186,47049,1614,17308,0.0933,0.7159,
Q15,Control C1,AZ,129833,143947,56322,141178,0.3989,0.8274,
Q16,Control C2,AZ,113763,129645,50950,125034,0.4075,0.8057,
R13,Sample X2,AZ,4210,47213,1486,17395,0.0854,0.7136,
R14,Sample X2,AZ,4205,47357,1590,17219,0.0923,0.7112,
R15,Control C3,AZ,87361,106683,39584,95593,0.4141,0.7205,
R16,Control C4,AZ,42933,72289,22674,52249,0.434,0.8175,
S13,Blank B,AZ,126059,137193,53887,135412,0.3979,,
S14,Blank B,AZ,94717,111586,42601,101309,0.4205,,
S15,Sample X1,AZ,146460,152420,57347,154430,0.3713,0.7605,
S16,Sample X1,AZ,139399,146658,56606,148591,0.381,0.755,
T13,Blank B,AZ,44430,72850,21735,53002,0.4101,,
T14,Blank B,AZ,4851,47908,1634,17615,0.0928,,
T15,Sample X1,AZ,111110,123812,47710,120004,0.3976,0.7209,
T16,Sample X1,AZ,87788,105315,38217,95093,0.4019,0.6378,
A05,Sample X2,B,2902,42157,1446,14796,0.0977,-2.05,
A06,Sample X2,B,2697,41148,1379,14549,0.0948,2.7949,
A07,Control C1,B,2775,41426,1429,14909,0.0958,2.5184,
A08,Control C2,B,3046,42107,1598,15303,0.1044,2.4907,
B05,Sample X2,B,2991,42643,1462,14790,0.0989,-670.5,
B06,Sample X2,B,2829,41373,1393,14728,0.0946,3.6779,
B07,Control C3,B,2902,41976,1458,14991,0.0973,-0.0389,
B08,Control C4,B,3209,43139,1628,15607,0.1043,5.3756,
C05,Blank B,B,3037,42365,1351,14938,0.0904,,
C06,Blank B,B,2869,41630,1395,14632,0.0953,,
C07,Sample X1,B,2958,41694,1455,14786,0.0984,8.1912,
C08,Sample X1,B,3304,43658,1515,15527,0.0976,5.4022,
D05,Blank B,B,3088,42296,1494,15047,0.0993,,
D06,Blank B,B,2974,41599,1450,14956,0.097,,
D07,Sample X1,B,3055,42042,1420,15099,0.094,1.1032,
D08,Sample X1,B,3414,43480,1479,15632,0.0946,3.5723,
Q17,Sample X2,BA,4165,46740,1618,17096,0.0946,0.6696,
Q18,Sample X2,BA,4188,46919,1629,17105,0.0952,0.6684,
Q19,Control C1,BA,131091,138432,50394,137550,0.3664,-0.299,
Q20,Control C2,BA,103873,116560,42809,110276,0.3882,0.58,
R17,Sample X2,BA,4136,46417,1545,17129,0.0902,0.6718,
R18,Sample X2,BA,4135,46952,1713,17332,0.0988,0.6678,
R19,Control C3,BA,94859,108864,38948,100485,0.3876,0.6372,
R20,Control C4,BA,69247,89166,30797,75226,0.4094,0.6863,
S17,Blank B,BA,164511,156426,30331,162193,0.187,,
S18,Blank B,BA,155139,149114,29350,155805,0.1884,,
S19,Sample X1,BA,161109,150106,21549,158987,0.1355,0.5951,
S20,Sample X1,BA,147394,141186,21325,146424,0.1456,0.5143,
T17,Blank B,BA,128390,129138,25300,129762,0.195,,
T18,Blank B,BA,104016,110769,21139,106672,0.1982,,
T19,Sample X1,BA,135267,133323,21392,138136,0.1549,1.1062,
T20,Sample X1,BA,107586,112152,18387,110308,0.1667,0.7956,
Q21,Sample X2,BB,103188,167370,63032,133811,0.4711,0.9244,
Q22,Sample X2,BB,99739,165970,63005,132041,0.4772,0.9445,
Q23,Control C1,BB,85280,105011,3040,150329,0.0202,0.3126,
Q24,Control C2,BB,88154,108804,3144,157967,0.0199,0.3499,
R21,Sample X2,BB,94666,158557,62511,126421,0.4945,0.9133,
R22,Sample X2,BB,88333,150437,58923,118522,0.4971,0.8834,
R23,Control C3,BB,78893,99045,2781,140525,0.0198,0.2547,
R24,Control C4,BB,84514,104979,2975,152495,0.0195,0.3154,
S21,Blank B,BB,10530,81756,7104,136216,0.0522,,
S22,Blank B,BB,10600,82661,7175,138670,0.0517,,
S23,Sample X1,BB,130248,150846,70852,147582,0.4801,0.5778,
S24,Sample X1,BB,140934,162371,77531,160541,0.4829,0.6188,
T21,Blank B,BB,10305,81514,6874,137155,0.0501,,
T22,Blank B,BB,10215,80486,6850,135133,0.0507,,
T23,Sample X1,BB,121005,142418,70902,141756,0.5002,0.5499,
T24,Sample X1,BB,128562,150174,73412,148659,0.4938,0.5804,
Q25,Sample X2,BC,128858,145750,48941,141932,0.3448,0.7943,
Q26,Sample X2,BC,141978,158501,52859,157914,0.3347,0.8112,
Q27,Control C1,BC,122662,148534,56968,140920,0.4043,0.8593,
Q28,Control C2,BC,111159,134726,52155,130120,0.4008,0.8226,
R25,Sample X2,BC,117060,133978,44230,130499,0.3389,0.7731,
R26,Sample X2,BC,113252,130566,43288,127007,0.3408,0.7688,
R27,Control C3,BC,91071,115395,44427,106902,0.4156,0.7904,
R28,Control C4,BC,78877,103912,38143,94213,0.4049,0.7657,
S25,Blank B,BC,4118,46844,1639,17078,0.096,,
S26,Blank B,BC,4114,47128,1615,17053,0.0947,,
S27,Sample X1,BC,155734,175660,63535,178473,0.356,0.8508,
S28,Sample X1,BC,151778,171758,63118,177588,0.3554,0.8471,
T25,Blank B,BC,4021,46175,1620,17053,0.095,,
T26,Blank B,BC,4023,46371,1632,17144,0.0952,,
T27,Sample X1,BC,113326,134937,50403,132654,0.38,0.8083,
T28,Sample X1,BC,104121,127264,47153,122458,0.3851,0.8059,
Q29,Sample X2,BD,123389,164367,64029,157551,0.4064,0.9868,
Q30,Sample X2,BD,118609,158830,61092,155381,0.3932,0.9797,
Q31,Control C1,BD,4305,47556,1518,17095,0.0888,3.8907,
Q32,Control C2,BD,4304,47729,1650,17206,0.0959,4.6232,
R29,Sample X2,BD,97689,133693,49790,131722,0.378,0.9301,
R30,Sample X2,BD,93198,126902,47107,123671,0.3809,0.9008,
R31,Control C3,BD,4207,47421,1599,17049,0.0938,5.5952,
R32,Control C4,BD,4254,47462,1642,17256,0.0952,4.436,
S29,Blank B,BD,4045,46358,1512,16827,0.0899,,
S30,Blank B,BD,4107,46408,1614,16830,0.0959,,
S31,Sample X1,BD,143107,184314,74019,181358,0.4081,0.9903,
S32,Sample X1,BD,118795,156846,64452,154469,0.4172,0.9608,
T29,Blank B,BD,4003,46752,1529,16942,0.0902,,
T30,Blank B,BD,4095,46932,1621,16992,0.0954,,
T31,Sample X1,BD,104561,144210,57282,139874,0.4095,0.9711,
T32,Sample X1,BD,86319,122762,50609,117241,0.4317,0.9258,
Q33,Sample X2,BE,134779,204697,72180,175310,0.4117,0.9685,
Q34,Sample X2,BE,129032,197569,71423,167735,0.4258,0.9553,
Q35,Control C1,BE,170439,154007,4347,170014,0.0256,0.4339,
Q36,Control C2,BE,165682,151340,3952,166780,0.0237,0.43,
R33,Sample X2,BE,119564,186921,69488,160520,0.4329,0.9405,
R34,Sample X2,BE,110507,177278,66282,150216,0.4412,0.9292,
R35,Control C3,BE,150157,139079,3517,150631,0.0233,0.3898,
R36,Control C4,BE,147909,137340,3488,149283,0.0234,0.3835,
S33,Blank B,BE,12040,90761,7743,150853,0.0513,,
S34,Blank B,BE,11154,85971,6850,140359,0.0488,,
S35,Sample X1,BE,133955,159583,62298,147039,0.4237,0.608,
S36,Sample X1,BE,128545,155714,61743,143750,0.4295,0.6031,
T33,Blank B,BE,10983,84320,6754,138207,0.0489,,
T34,Blank B,BE,9937,78310,5978,124094,0.0482,,
T35,Sample X1,BE,118306,144510,57804,132578,0.436,0.5562,
T36,Sample X1,BE,117428,143341,58702,130743,0.449,0.5498,
Q37,Sample X2,BF,99433,174472,42700,135829,0.3144,0.9319,
Q38,Sample X2,BF,91208,163172,41030,130050,0.3155,0.8859,
Q39,Control C1,BF,156792,162993,11620,157983,0.0736,0.4831,
Q40,Control C2,BF,168191,176015,12569,172024,0.0731,0.5312,
R37,Sample X2,BF,79331,145849,36561,114303,0.3199,0.7848,
R38,Sample X2,BF,81395,148320,37738,117552,0.321,0.797,
R39,Control C3,BF,140204,148797,10122,141408,0.0716,0.4348,
R40,Control C4,BF,159733,167659,11652,164036,0.071,0.5051,
S37,Blank B,BF,12518,95701,8300,165332,0.0502,,
S38,Blank B,BF,12433,95859,8339,163399,0.051,,
S39,Sample X1,BF,138212,156686,83809,135846,0.6169,0.5043,
S40,Sample X1,BF,157913,176519,95266,158694,0.6003,0.5722,
T37,Blank B,BF,11669,89906,7457,152831,0.0488,,
T38,Blank B,BF,11816,90920,7436,156552,0.0475,,
T39,Sample X1,BF,126439,145158,78225,126132,0.6202,0.4554,
T40,Sample X1,BF,148844,167988,90204,153293,0.5884,0.5477,
Q41,Sample X2,BG,151533,203657,74319,200979,0.3698,1.0589,
Q42,Sample X2,BG,153284,207983,78405,209713,0.3739,1.0754,
Q43,Control C1,BG,3996,46408,1647,17427,0.0945,9.0272,
Q44,Control C2,BG,4025,47186,1681,17641,0.0953,3.8521,
R41,Sample X2,BG,130628,180834,69499,184131,0.3774,1.0534,
R42,Sample X2,BG,131041,179211,70250,186768,0.3761,1.0372,
R43,Control C3,BG,4015,47028,1595,17580,0.0907,4.9408,
R44,Control C4,BG,4037,46939,1647,17600,0.0936,7.1937,
S41,Blank B,BG,4190,48010,1646,17430,0.0944,,
S42,Blank B,BG,4083,47440,1651,17276,0.0956,,
S43,Sample X1,BG,152677,195489,75755,202751,0.3736,0.9957,
S44,Sample X1,BG,139707,180299,71973,187929,0.383,0.979,
T41,Blank B,BG,4157,47773,1636,17363,0.0942,,
T42,Blank B,BG,4069,47058,1644,17380,0.0946,,
T43,Sample X1,BG,132612,171442,69308,180482,0.384,0.9641,
T44,Sample X1,BG,111926,148611,61277,157662,0.3887,0.9373,
Q45,Sample X2,BH,126580,216147,88335,175415,0.5036,0.9966,
Q46,Sample X2,BH,113143,198135,83641,163123,0.5127,0.9506,
Q47,Control C1,BH,187053,171866,7661,192111,0.0399,0.3969,
Q48,Control C2,BH,230431,210325,8766,238908,0.0367,0.4945,
R45,Sample X2,BH,112061,198646,84322,161444,0.5223,0.9661,
R46,Sample X2,BH,102794,184459,81733,151528,0.5394,0.908,
R47,Control C3,BH,167895,156150,6375,177203,0.036,0.3446,
R48,Control C4,BH,228990,210290,8705,240201,0.0362,0.4976,
S45,Blank B,BH,13658,108401,11394,160269,0.0711,,
S46,Blank B,BH,13051,104492,10681,158246,0.0675,,
S47,Sample X1,BH,170122,187920,85410,204091,0.4185,0.5416,
S48,Sample X1,BH,214180,225209,100277,257243,0.3898,0.6082,
T45,Blank B,BH,12402,100813,9407,153305,0.0614,,
T46,Blank B,BH,11792,97008,8736,149712,0.0584,,
T47,Sample X1,BH,153241,172011,83687,191076,0.438,0.4934,
T48,Sample X1,BH,215981,225275,102390,258454,0.3962,0.6032,
U01,Sample X2,BI,3107,43857,1618,15957,0.1014,13.8913,
U02,Sample X2,BI,3236,44586,1616,15968,0.1012,1.0843,
U03,Control C1,BI,3320,44586,1675,16231,0.1032,0.5389,
U04,Control C2,BI,3334,44394,1607,16148,0.0995,-0.5635,
V01,Sample X2,BI,2914,43260,1549,15546,0.0996,5.1715,
V02,Sample X2,BI,2993,43342,1601,15719,0.1019,7.2125,
V03,Control C3,BI,3121,43514,1551,15753,0.0985,30.6875,
V04,Control C4,BI,3188,44015,1433,15755,0.091,-13.7429,
W01,Blank B,BI,2942,44008,1471,15769,0.0933,,
W02,Blank B,BI,3096,43647,1448,15690,0.0923,,
W03,Sample X1,BI,3200,43913,1569,15851,0.099,-12.4043,
W04,Sample X1,BI,3300,44355,1558,15808,0.0986,-0.9592,
X01,Blank B,BI,3185,45021,1641,15849,0.1035,,
X02,Blank B,BI,3389,45308,1593,16155,0.0986,,
X03,Sample X1,BI,3524,45927,1606,16277,0.0987,3.8571,
X04,Sample X1,BI,3659,46204,1569,16376,0.0958,3.3755,
U05,Sample X2,BJ,3352,44152,1558,16166,0.0964,7.6367,
U06,Sample X2,BJ,3563,45178,1720,16613,0.1035,31.05,
U07,Control C1,BJ,143668,155179,61368,165663,0.3704,0.7797,
U08,Control C2,BJ,140240,154902,60842,164543,0.3698,0.7973,
V05,Sample X2,BJ,3333,43982,1524,16025,0.0951,7.7343,
V06,Sample X2,BJ,3514,44997,1532,16356,0.0937,12.9358,
V07,Control C3,BJ,139275,152946,58269,159421,0.3655,0.7885,
V08,Control C4,BJ,144259,159931,58724,166694,0.3523,0.8102,
W05,Blank B,BJ,3383,45083,1541,16141,0.0955,,
W06,Blank B,BJ,3514,45517,1632,16331,0.0999,,
W07,Sample X1,BJ,3550,45062,1578,16376,0.0964,23.4803,
W08,Sample X1,BJ,3596,45539,1606,16452,0.0976,-51.9063,
X05,Blank B,BJ,3719,46498,1650,16265,0.1014,,
X06,Blank B,BJ,3736,46719,1605,16442,0.0976,,
X07,Sample X1,BJ,3703,46154,1656,16429,0.1008,1.737,
X08,Sample X1,BJ,3636,46014,1657,16356,0.1013,1.2448,
U09,Sample X2,BK,3900,46745,1673,17020,0.0983,4.3153,
U10,Sample X2,BK,4072,47187,1645,17298,0.0951,3.6612,
U11,Control C1,BK,125387,120096,2738,108224,0.0253,0.6125,
U12,Control C2,BK,106876,107240,2249,92755,0.0242,0.5978,
V09,Sample X2,BK,3727,45963,1459,16509,0.0884,4.0044,
V10,Sample X2,BK,3902,46333,1637,16778,0.0976,2.8599,
V11,Control C3,BK,121358,116828,2568,98974,0.0259,0.6057,
V12,Control C4,BK,82415,90464,1906,69131,0.0276,0.5705,
W09,Blank B,BK,3585,45278,1569,16300,0.0963,,
W10,Blank B,BK,3731,45903,1514,16470,0.0919,,
W11,Sample X1,BK,3954,46810,1649,16665,0.0989,3.8226,
W12,Sample X1,BK,4259,48053,1605,17415,0.0922,3.942,
X09,Blank B,BK,3557,45495,1569,16304,0.0962,,
X10,Blank B,BK,3579,45350,1565,16276,0.0962,,
X11,Sample X1,BK,3764,46150,1582,16629,0.0951,4.2616,
X12,Sample X1,BK,4087,47822,1659,17137,0.0968,4.885,
U13,Sample X2,BL,88536,160093,40354,128669,0.3136,1.0559,
U14,Sample X2,BL,86057,157602,40016,127053,0.315,1.0576,
U15,Control C1,BL,151188,143657,5968,146022,0.0409,0.472,
U16,Control C2,BL,158680,150310,6465,158073,0.0409,0.493,
V13,Sample X2,BL,73744,140442,36016,114339,0.315,0.9929,
V14,Sample X2,BL,69320,132860,33438,103538,0.323,0.9394,
V15,Control C3,BL,137457,133641,5604,135049,0.0415,0.4444,
V16,Control C4,BL,146774,140012,6010,144934,0.0415,0.4606,
W13,Blank B,BL,10433,81065,3691,170932,0.0216,,
W14,Blank B,BL,9640,76367,3230,156308,0.0207,,
W15,Sample X1,BL,135192,149877,66443,146973,0.4521,0.5818,
W16,Sample X1,BL,149624,164900,72436,164203,0.4411,0.6292,
X13,Blank B,BL,9937,78231,3345,163950,0.0204,,
X14,Blank B,BL,8931,71878,2932,145162,0.0202,,
X15,Sample X1,BL,121252,138015,61355,133683,0.459,0.5482,
X16,Sample X1,BL,130900,146938,65746,145523,0.4518,0.5782,
U17,Sample X2,BM,138746,149048,68811,150805,0.4563,0.7538,
U18,Sample X2,BM,137106,150502,68724,150061,0.458,0.774,
U19,Control C1,BM,3944,46726,1648,17313,0.0952,5.355,
U20,Control C2,BM,3930,46319,1647,17195,0.0958,7.3373,
V17,Sample X2,BM,106880,123647,55411,117099,0.4732,0.7404,
V18,Sample X2,BM,95003,113766,49129,102869,0.4776,0.7284,
V19,Control C3,BM,3937,46241,1661,17109,0.0971,8.1433,
V20,Control C4,BM,3951,46321,1679,17040,0.0985,8.3754,
W17,Blank B,BM,4142,47594,1590,17410,0.0913,,
W18,Blank B,BM,4005,47258,1569,17420,0.0901,,
W19,Sample X1,BM,144278,157848,73458,156507,0.4694,0.7868,
W20,Sample X1,BM,132771,148869,69149,146547,0.4719,0.7874,
X17,Blank B,BM,4176,47934,1672,17683,0.0946,,
X18,Blank B,BM,4067,47406,1631,17593,0.0927,,
X19,Sample X1,BM,95030,114053,51304,104023,0.4932,0.7314,
X20,Sample X1,BM,79687,101816,45434,88881,0.5112,0.7179,
U21,Sample X2,BN,131643,168356,65855,163831,0.402,0.9563,
U22,Sample X2,BN,132845,170698,66770,171703,0.3889,0.9655,
U23,Control C1,BN,3909,45937,1620,17154,0.0944,-6.381,
U24,Control C2,BN,3916,45686,1605,17153,0.0936,-11.0971,
V21,Sample X2,BN,124190,162538,63683,159635,0.3989,0.9672,
V22,Sample X2,BN,108727,147794,58544,145348,0.4028,0.9692,
V23,Control C3,BN,3863,45910,1629,17202,0.0947,28.2703,
V24,Control C4,BN,3873,46214,1717,17246,0.0996,56.6667,
W21,Blank B,BN,3878,45790,1739,17263,0.1007,,
W22,Blank B,BN,3838,45994,1642,17313,0.0948,,
W23,Sample X1,BN,126908,151451,58372,159550,0.3659,0.8557,
W24,Sample X1,BN,113318,139268,53788,144086,0.3733,0.8506,
X21,Blank B,BN,3884,46404,1555,17573,0.0885,,
X22,Blank B,BN,3889,46498,1648,17555,0.0939,,
X23,Sample X1,BN,89613,114500,44026,115268,0.3819,0.7969,
X24,Sample X1,BN,71740,98909,36447,94088,0.3874,0.7771,
U25,Sample X2,BO,148531,179149,70660,176773,0.3997,0.9756,
U26,Sample X2,BO,155382,186994,74850,185202,0.4042,0.9911,
U27,Control C1,BO,120239,152261,50955,161234,0.316,0.9934,
U28,Control C2,BO,104213,134980,45203,140254,0.3223,0.9369,
V25,Sample X2,BO,115999,145738,61423,140936,0.4358,0.9289,
V26,Sample X2,BO,108944,137358,58416,133690,0.437,0.8655,
V27,Control C3,BO,77260,107884,35941,106961,0.336,1.5697,
V28,Control C4,BO,68840,99970,35220,93830,0.3754,1.1019,
W25,Blank B,BO,99983,132833,48904,138997,0.3518,,
W26,Blank B,BO,94496,127731,45537,133968,0.3399,,
W27,Sample X1,BO,95706,137725,46753,152437,0.3067,1.6268,
W28,Sample X1,BO,82140,124061,41321,134758,0.3066,5.9028,
X25,Blank B,BO,62735,93786,33198,91819,0.3616,,
X26,Blank B,BO,63484,95486,34375,93216,0.3688,,
X27,Sample X1,BO,61418,98697,31573,104800,0.3013,0.7337,
X28,Sample X1,BO,52598,90161,26397,93653,0.2819,0.8086,
U29,Sample X2,BP,124872,164426,53067,181151,0.2929,1.144,
U30,Sample X2,BP,116316,156753,51876,176040,0.2947,1.1967,
U31,Control C1,BP,4215,47697,1666,17013,0.0979,0.8482,
U32,Control C2,BP,4323,48083,1645,17362,0.0947,0.8441,
V29,Sample X2,BP,83682,120095,39130,126860,0.3085,1.5179,
V30,Sample X2,BP,76447,112847,35643,120093,0.2968,18.243,
V31,Control C3,BP,4353,48074,1576,17266,0.0913,0.8446,
V32,Control C4,BP,4465,48631,1717,17616,0.0975,0.8381,
W29,Blank B,BP,111528,144262,53301,149548,0.3564,,
W30,Blank B,BP,95997,127447,47151,130254,0.362,,
W31,Sample X1,BP,166306,179969,76977,191071,0.4029,0.7903,
W32,Sample X1,BP,143341,158678,68481,164471,0.4164,0.7435,
X29,Blank B,BP,74054,104694,38057,100660,0.3781,,
X30,Blank B,BP,23316,58694,13255,39343,0.3369,,
X31,Sample X1,BP,113622,132198,57222,131733,0.4344,0.6263,
X32,Sample X1,BP,97858,119174,52379,115097,0.4551,0.4807,
U33,Sample X2,BQ,109687,198442,61838,150880,0.4098,1.174,
U34,Sample X2,BQ,98409,182876,58347,138190,0.4222,1.1473,
U35,Control C1,BQ,174008,157014,5206,181273,0.0287,0.4554,
U36,Control C2,BQ,176218,159237,5135,181958,0.0282,0.4628,
V33,Sample X2,BQ,96032,178511,58148,135870,0.428,1.1279,
V34,Sample X2,BQ,85405,164279,53277,122608,0.4345,1.0977,
V35,Control C3,BQ,159961,145206,4516,165053,0.0274,0.4191,
V36,Control C4,BQ,163976,150233,4584,169395,0.0271,0.441,
W33,Blank B,BQ,12488,90635,6085,145887,0.0417,,
W34,Blank B,BQ,11368,83447,5193,132863,0.0391,,
W35,Sample X1,BQ,165235,170973,73142,181969,0.4019,0.572,
W36,Sample X1,BQ,166582,172426,75706,184332,0.4107,0.5764,
X33,Blank B,BQ,10690,79500,4611,121400,0.038,,
X34,Blank B,BQ,10484,77980,4662,120457,0.0387,,
X35,Sample X1,BQ,147370,156259,69731,165704,0.4208,0.539,
X36,Sample X1,BQ,160094,166329,75786,177149,0.4278,0.5606,
U37,Sample X2,BR,77804,131163,48836,146112,0.3342,1.3078,
U38,Sample X2,BR,72888,124143,44902,137530,0.3265,1.2019,
U39,Control C1,BR,106790,152709,51539,163485,0.3153,0.8934,
U40,Control C2,BR,109462,157941,53989,171966,0.314,0.9609,
V37,Sample X2,BR,58246,104702,36924,113919,0.3241,1.4052,
V38,Sample X2,BR,51051,96582,33608,107080,0.3139,1.2828,
V39,Control C3,BR,73010,114633,38645,120537,0.3206,-0.4923,
V40,Control C4,BR,80159,123974,42033,133902,0.3139,0.5086,
W37,Blank B,BR,83287,136497,40502,152138,0.2662,,
W38,Blank B,BR,76060,128749,38897,144255,0.2696,,
W39,Sample X1,BR,81651,133516,31893,161254,0.1978,1.1211,
W40,Sample X1,BR,81907,136785,32448,172123,0.1885,1.3253,
X37,Blank B,BR,59892,107211,31317,117764,0.2659,,
X38,Blank B,BR,50002,97300,28203,108912,0.259,,
X39,Sample X1,BR,56070,102748,23240,125408,0.1853,1.307,
X40,Sample X1,BR,46993,92251,17244,114177,0.151,1.2397,
U41,Sample X2,BS,117443,174873,55808,195273,0.2858,1.2775,
U42,Sample X2,BS,112103,168455,55418,191688,0.2891,1.2899,
U43,Control C1,BS,119664,167361,53584,193732,0.2766,1.0201,
U44,Control C2,BS,106961,153971,50045,180112,0.2779,1.0044,
V41,Sample X2,BS,78993,129322,42294,144663,0.2924,-6.2855,
V42,Sample X2,BS,84657,135399,45321,157398,0.2879,1.7419,
V43,Control C3,BS,104203,152444,48806,178421,0.2735,1.0546,
V44,Control C4,BS,89120,133769,42766,159817,0.2676,0.7679,
W41,Blank B,BS,95869,145189,41254,187568,0.2199,,
W42,Blank B,BS,83623,131585,38594,174622,0.221,,
W43,Sample X1,BS,3832,46638,1671,17363,0.0962,1.054,
W44,Sample X1,BS,3828,46920,1747,17465,0.1,1.0502,
X41,Blank B,BS,76353,122521,34568,159774,0.2164,,
X42,Blank B,BS,62015,106126,28735,136145,0.2111,,
X43,Sample X1,BS,3827,46904,1631,17355,0.094,1.0504,
X44,Sample X1,BS,3837,47218,1668,17467,0.0955,1.0464,
U45,Sample X2,BT,125988,200260,75661,190596,0.397,0.9685,
U46,Sample X2,BT,110633,183855,75392,183345,0.4112,0.9531,
U47,Control C1,BT,183290,184949,16257,198506,0.0819,0.5572,
U48,Control C2,BT,223208,219813,18555,242970,0.0764,0.6167,
V45,Sample X2,BT,106625,180593,75067,177586,0.4227,0.9589,
V46,Sample X2,BT,100456,173693,74041,175006,0.4231,0.9479,
V47,Control C3,BT,170504,172991,14021,186014,0.0754,0.5269,
V48,Control C4,BT,224103,220948,18566,243997,0.0761,0.6195,
W45,Blank B,BT,11539,92224,4548,206201,0.0221,,
W46,Blank B,BT,10924,87865,4260,197010,0.0216,,
W47,Sample X1,BT,177312,183178,57699,206796,0.279,0.5666,
W48,Sample X1,BT,218924,218747,70079,257497,0.2722,0.6243,
X45,Blank B,BT,10906,86868,3932,192615,0.0204,,
X46,Blank B,BT,11156,89129,4265,200155,0.0213,,
X47,Sample X1,BT,176154,183447,56887,208589,0.2727,0.5722,
X48,Sample X1,BT,229147,226629,74116,260000,0.2851,0.6312,
Y01,Sample X2,BU,128895,198918,75205,203308,0.3699,1.0323,
Y02,Sample X2,BU,81165,143998,56820,144722,0.3926,0.9525,
Y03,Control C1,BU,157950,145997,4316,145094,0.0297,0.4702,
Y04,Control C2,BU,142012,135929,3890,129105,0.0301,0.4507,
Z01,Sample X2,BU,88849,150328,59464,148852,0.3995,0.9398,
Z02,Sample X2,BU,71405,129686,52086,126001,0.4134,0.8702,
Z03,Control C3,BU,114042,112477,2982,102742,0.029,0.346,
Z04,Control C4,BU,108151,109305,2777,97921,0.0284,0.3344,
a01,Blank B,BU,11621,84207,4302,177881,0.0242,,
a02,Blank B,BU,8973,68549,2858,123497,0.0231,,
a03,Sample X1,BU,129577,139685,55964,141240,0.3962,0.5292,
a04,Sample X1,BU,103458,119238,45535,114597,0.3973,0.458,
b01,Blank B,BU,11414,81089,4032,167087,0.0241,,
b02,Blank B,BU,9738,72685,3033,134692,0.0225,,
b03,Sample X1,BU,115684,129298,46565,125944,0.3697,0.5004,
b04,Sample X1,BU,101357,118311,42480,110957,0.3829,0.4584,
Y05,Sample X2,BV,79598,162770,57101,128693,0.4437,1.3668,
Y06,Sample X2,BV,77185,157803,54437,123113,0.4422,1.3426,
Y07,Control C1,BV,151567,140481,3499,149961,0.0233,0.5249,
Y08,Control C2,BV,171386,155671,3850,171028,0.0225,0.5543,
Z05,Sample X2,BV,59951,130939,45196,98112,0.4607,1.2705,
Z06,Sample X2,BV,64710,135984,46644,104206,0.4476,1.2528,
Z07,Control C3,BV,132159,125740,3063,128272,0.0239,0.4882,
Z08,Control C4,BV,151969,140052,3435,147164,0.0233,0.5205,
a05,Blank B,BV,9127,69924,3924,96972,0.0405,,
a06,Blank B,BV,8252,65664,3378,87251,0.0387,,
a07,Sample X1,BV,93314,131591,54231,108232,0.5011,0.7799,
a08,Sample X1,BV,100607,136750,57807,115336,0.5012,0.7742,
b05,Blank B,BV,8010,64156,3114,78292,0.0398,,
b06,Blank B,BV,7611,61262,2772,74661,0.0371,,
b07,Sample X1,BV,73522,110077,41860,85621,0.4889,0.6867,
b08,Sample X1,BV,90762,125457,52085,103562,0.5029,0.7297,
Y09,Sample X2,BW,3644,45639,1585,16311,0.0972,4.8669,
Y10,Sample X2,BW,3576,45206,1598,16306,0.098,4.8819,
Y11,Control C1,BW,3710,46008,1553,16615,0.0935,4.8597,
Y12,Control C2,BW,4002,47325,1676,16952,0.0989,4.8757,
Z09,Sample X2,BW,3827,46706,1727,16779,0.1029,4.84,
Z10,Sample X2,BW,3678,46034,1639,16536,0.0991,4.8326,
Z11,Control C3,BW,3700,46278,1637,16649,0.0983,4.812,
Z12,Control C4,BW,3953,47486,1638,17202,0.0952,4.8135,
a09,Blank B,BW,10780,81113,3488,163396,0.0213,,
a10,Blank B,BW,12342,90240,3981,186293,0.0214,,
a11,Sample X1,BW,3720,46611,1641,16830,0.0975,4.7765,
a12,Sample X1,BW,3911,47352,1639,17239,0.0951,4.8029,
b09,Blank B,BW,9735,74244,3011,146929,0.0205,,
b10,Blank B,BW,8653,68044,2603,119690,0.0217,,
b11,Sample X1,BW,3747,46792,1691,16670,0.1014,4.7686,
b12,Sample X1,BW,3892,47775,1681,17114,0.0982,4.7237,
Y13,Sample X2,BX,116861,189643,71964,157719,0.4563,1.0942,
Y14,Sample X2,BX,107310,177668,69166,146557,0.4719,1.0787,
Y15,Control C1,BX,135190,133177,5040,135485,0.0372,0.4864,
Y16,Control C2,BX,128043,127817,4618,128352,0.036,0.4706,
Z13,Sample X2,BX,110202,182825,71723,151180,0.4744,1.0989,
Z14,Sample X2,BX,95732,164061,64368,133035,0.4838,1.0657,
Z15,Control C3,BX,116479,118103,4002,115726,0.0346,0.4307,
